grid;level1;level2;level3;level4;level5;activitySum;activityCategory
732:349;1;62.4;102.8;156.8;192.8;115;3
732:350;1;62.4;102.8;156.8;192.8;198;5
732:351;1;62.4;102.8;156.8;192.8;116;3
732:352;1;62.4;102.8;156.8;192.8;103;3
732:353;1;62.4;102.8;156.8;192.8;105;3
732:354;1;62.4;102.8;156.8;192.8;164;4
732:355;1;62.4;102.8;156.8;192.8;176;4
732:356;1;62.4;102.8;156.8;192.8;144;3
732:357;1;62.4;102.8;156.8;192.8;172;4
732:358;1;62.4;102.8;156.8;192.8;227;5
732:359;1;62.4;102.8;156.8;192.8;325;5
732:360;1;62.4;102.8;156.8;192.8;311;5
732:361;1;62.4;102.8;156.8;192.8;256;5
732:362;1;62.4;102.8;156.8;192.8;226;5
732:363;1;49.92;82.24;125.44;154.24;177;5
733:336;1;61.6;101.2;155.2;191.2;221;5
733:337;1;61.6;101.2;155.2;191.2;205;5
733:338;1;61.6;101.2;155.2;191.2;198;5
733:339;1;61.6;101.2;155.2;191.2;222;5
733:340;1;61.6;101.2;155.2;191.2;225;5
733:341;1;61.6;101.2;155.2;191.2;206;5
733:342;1;61.6;101.2;155.2;191.2;202;5
733:343;1;61.6;101.2;155.2;191.2;197;5
733:344;1;61.6;101.2;155.2;191.2;200;5
733:345;1;61.6;101.2;155.2;191.2;194;5
733:346;1;61.6;101.2;155.2;191.2;167;4
733:347;1;61.6;101.2;155.2;191.2;137;3
733:348;1;61.6;101.2;155.2;191.2;109;3
733:349;1;61.6;101.2;155.2;191.2;144;3
733:350;1;61.6;101.2;155.2;191.2;138;3
733:351;1;61.6;101.2;155.2;191.2;118;3
733:352;1;61.6;101.2;155.2;191.2;107;3
733:353;1;61.6;101.2;155.2;191.2;93;2
733:354;1;61.6;101.2;155.2;191.2;158;4
733:355;1;61.6;101.2;155.2;191.2;199;5
733:356;1;61.6;101.2;155.2;191.2;144;3
733:357;1;49.28;80.96;124.16;152.96;155;5
733:358;1;61.6;101.2;155.2;191.2;202;5
733:359;1;61.6;101.2;155.2;191.2;292;5
733:360;1;61.6;101.2;155.2;191.2;252;5
733:361;1;61.6;101.2;155.2;191.2;286;5
733:362;1;61.6;101.2;155.2;191.2;253;5
733:363;1;49.28;80.96;124.16;152.96;200;5
734:335;1;48.64;79.68;122.88;151.68;161;5
734:336;1;60.8;99.6;153.6;189.6;192;5
734:337;1;60.8;99.6;153.6;189.6;200;5
734:338;1;60.8;99.6;153.6;189.6;193;5
734:339;1;60.8;99.6;153.6;189.6;193;5
734:340;1;60.8;99.6;153.6;189.6;194;5
734:341;1;60.8;99.6;153.6;189.6;221;5
734:342;1;60.8;99.6;153.6;189.6;202;5
734:343;1;60.8;99.6;153.6;189.6;198;5
734:344;1;60.8;99.6;153.6;189.6;166;4
734:345;1;60.8;99.6;153.6;189.6;177;4
734:346;1;60.8;99.6;153.6;189.6;124;3
734:347;1;60.8;99.6;153.6;189.6;192;5
734:348;1;60.8;99.6;153.6;189.6;105;3
734:349;1;60.8;99.6;153.6;189.6;106;3
734:350;1;60.8;99.6;153.6;189.6;43;1
734:351;1;60.8;99.6;153.6;189.6;72;2
734:352;1;60.8;99.6;153.6;189.6;124;3
734:353;1;60.8;99.6;153.6;189.6;81;2
734:354;1;60.8;99.6;153.6;189.6;110;3
734:355;1;60.8;99.6;153.6;189.6;61;2
734:356;1;60.8;99.6;153.6;189.6;125;3
734:357;1;60.8;99.6;153.6;189.6;188;4
734:358;1;60.8;99.6;153.6;189.6;227;5
734:359;1;60.8;99.6;153.6;189.6;297;5
734:360;1;60.8;99.6;153.6;189.6;314;5
734:361;1;60.8;99.6;153.6;189.6;333;5
734:362;1;60.8;99.6;153.6;189.6;237;5
734:363;1;48.64;79.68;122.88;151.68;152;5
735:335;1;60;98;152;188;165;4
735:336;1;60;98;152;188;105;3
735:337;1;60;98;152;188;169;4
735:338;1;60;98;152;188;195;5
735:339;1;60;98;152;188;197;5
735:340;1;60;98;152;188;170;4
735:341;1;60;98;152;188;196;5
735:342;1;60;98;152;188;163;4
735:343;1;60;98;152;188;167;4
735:344;1;60;98;152;188;126;3
735:345;1;60;98;152;188;204;5
735:346;1;60;98;152;188;154;4
735:347;1;60;98;152;188;166;4
735:348;1;60;98;152;188;110;3
735:349;1;60;98;152;188;202;5
735:350;1;60;98;152;188;190;5
735:351;1;60;98;152;188;72;2
735:352;1;60;98;152;188;81;2
735:353;1;60;98;152;188;125;3
735:354;1;60;98;152;188;118;3
735:355;1;60;98;152;188;105;3
735:356;1;60;98;152;188;178;4
735:357;1;60;98;152;188;196;5
735:358;1;60;98;152;188;221;5
735:359;1;60;98;152;188;237;5
735:360;1;60;98;152;188;238;5
735:361;1;60;98;152;188;224;5
735:362;1;48;78.4;121.6;150.4;154;5
736:335;1;59.2;96.4;150.4;186.4;206;5
736:336;1;59.2;96.4;150.4;186.4;225;5
736:337;1;59.2;96.4;150.4;186.4;118;3
736:338;1;59.2;96.4;150.4;186.4;119;3
736:339;1;59.2;96.4;150.4;186.4;111;3
736:340;1;59.2;96.4;150.4;186.4;152;4
736:341;1;59.2;96.4;150.4;186.4;202;5
736:342;1;59.2;96.4;150.4;186.4;194;5
736:343;1;59.2;96.4;150.4;186.4;198;5
736:344;1;59.2;96.4;150.4;186.4;140;3
736:345;1;59.2;96.4;150.4;186.4;214;5
736:346;1;59.2;96.4;150.4;186.4;197;5
736:347;1;59.2;96.4;150.4;186.4;113;3
736:348;1;59.2;96.4;150.4;186.4;159;4
736:349;1;59.2;96.4;150.4;186.4;126;3
736:350;1;59.2;96.4;150.4;186.4;101;3
736:351;1;59.2;96.4;150.4;186.4;201;5
736:352;1;59.2;96.4;150.4;186.4;61;2
736:353;1;59.2;96.4;150.4;186.4;101;3
736:354;1;59.2;96.4;150.4;186.4;102;3
736:355;1;59.2;96.4;150.4;186.4;41;1
736:356;1;59.2;96.4;150.4;186.4;74;2
736:357;1;59.2;96.4;150.4;186.4;115;3
736:358;1;59.2;96.4;150.4;186.4;155;4
736:359;1;59.2;96.4;150.4;186.4;158;4
736:360;1;59.2;96.4;150.4;186.4;223;5
736:361;1;59.2;96.4;150.4;186.4;246;5
737:335;1;58.4;94.8;148.8;184.8;211;5
737:336;1;58.4;94.8;148.8;184.8;208;5
737:337;1;58.4;94.8;148.8;184.8;120;3
737:338;1;58.4;94.8;148.8;184.8;115;3
737:339;1;58.4;94.8;148.8;184.8;101;3
737:340;1;58.4;94.8;148.8;184.8;186;5
737:341;1;58.4;94.8;148.8;184.8;176;4
737:342;1;58.4;94.8;148.8;184.8;127;3
737:343;1;58.4;94.8;148.8;184.8;303;5
737:344;1;58.4;94.8;148.8;184.8;337;5
737:345;1;58.4;94.8;148.8;184.8;246;5
737:346;1;58.4;94.8;148.8;184.8;106;3
737:347;1;58.4;94.8;148.8;184.8;107;3
737:348;1;58.4;94.8;148.8;184.8;123;3
737:349;1;58.4;94.8;148.8;184.8;99;3
737:350;1;58.4;94.8;148.8;184.8;67;2
737:351;1;58.4;94.8;148.8;184.8;107;3
737:352;1;58.4;94.8;148.8;184.8;35;1
737:353;1;58.4;94.8;148.8;184.8;51;1
737:354;1;58.4;94.8;148.8;184.8;64;2
737:355;1;58.4;94.8;148.8;184.8;117;3
737:356;1;58.4;94.8;148.8;184.8;88;2
737:357;1;58.4;94.8;148.8;184.8;115;3
737:358;1;58.4;94.8;148.8;184.8;101;3
737:359;1;58.4;94.8;148.8;184.8;165;4
737:360;1;58.4;94.8;148.8;184.8;152;4
737:361;1;46.72;75.84;119.04;147.84;83;3
738:335;1;46.08;74.56;117.76;146.56;132;4
738:336;1;57.6;93.2;147.2;183.2;182;4
738:337;1;57.6;93.2;147.2;183.2;122;3
738:338;1;57.6;93.2;147.2;183.2;134;3
738:339;1;57.6;93.2;147.2;183.2;150;4
738:340;1;57.6;93.2;147.2;183.2;104;3
738:341;1;57.6;93.2;147.2;183.2;122;3
738:342;1;57.6;93.2;147.2;183.2;101;3
738:343;1;57.6;93.2;147.2;183.2;210;5
738:344;1;57.6;93.2;147.2;183.2;321;5
738:345;1;57.6;93.2;147.2;183.2;215;5
738:346;1;57.6;93.2;147.2;183.2;168;4
738:347;1;57.6;93.2;147.2;183.2;112;3
738:348;1;57.6;93.2;147.2;183.2;95;3
738:349;1;57.6;93.2;147.2;183.2;106;3
738:350;1;57.6;93.2;147.2;183.2;75;2
738:351;1;46.08;74.56;117.76;146.56;100;3
738:352;1;57.6;93.2;147.2;183.2;94;3
738:353;1;57.6;93.2;147.2;183.2;110;3
738:354;1;57.6;93.2;147.2;183.2;152;4
738:355;1;57.6;93.2;147.2;183.2;149;4
738:356;1;57.6;93.2;147.2;183.2;117;3
738:357;1;57.6;93.2;147.2;183.2;131;3
738:358;1;57.6;93.2;147.2;183.2;161;4
738:359;1;57.6;93.2;147.2;183.2;165;4
738:360;1;57.6;93.2;147.2;183.2;146;3
738:361;1;45.44;73.28;116.48;145.28;31;1
739:336;1;56.8;91.6;145.6;181.6;170;4
739:337;1;56.8;91.6;145.6;181.6;108;3
739:338;1;56.8;91.6;145.6;181.6;185;5
739:339;1;56.8;91.6;145.6;181.6;120;3
739:340;1;56.8;91.6;145.6;181.6;107;3
739:341;1;56.8;91.6;145.6;181.6;98;3
739:342;1;56.8;91.6;145.6;181.6;104;3
739:343;1;56.8;91.6;145.6;181.6;197;5
739:344;1;56.8;91.6;145.6;181.6;148;4
739:345;1;56.8;91.6;145.6;181.6;104;3
739:346;1;56.8;91.6;145.6;181.6;186;5
739:347;1;56.8;91.6;145.6;181.6;106;3
739:348;1;56.8;91.6;145.6;181.6;101;3
739:349;1;56.8;91.6;145.6;181.6;79;2
739:350;1;56.8;91.6;145.6;181.6;69;2
739:351;1;56.8;91.6;145.6;181.6;93;3
739:352;1;45.44;73.28;116.48;145.28;191;5
739:353;1;56.8;91.6;145.6;181.6;183;5
739:354;1;56.8;91.6;145.6;181.6;182;5
739:355;1;56.8;91.6;145.6;181.6;95;3
739:356;1;56.8;91.6;145.6;181.6;115;3
739:357;1;56.8;91.6;145.6;181.6;132;3
739:358;1;56.8;91.6;145.6;181.6;155;4
739:359;1;56.8;91.6;145.6;181.6;150;4
739:360;1;45.44;73.28;116.48;145.28;133;4
740:336;1;56;90;144;180;112;3
740:337;1;56;90;144;180;164;4
740:338;1;56;90;144;180;180;5
740:339;1;56;90;144;180;127;3
740:340;1;56;90;144;180;110;3
740:341;1;56;90;144;180;91;3
740:342;1;56;90;144;180;92;3
740:343;1;56;90;144;180;148;4
740:344;1;56;90;144;180;102;3
740:345;1;56;90;144;180;102;3
740:346;1;56;90;144;180;153;4
740:347;1;56;90;144;180;100;3
740:348;1;56;90;144;180;96;3
740:349;1;56;90;144;180;93;3
740:350;1;56;90;144;180;111;3
740:351;1;56;90;144;180;191;5
740:352;1;56;90;144;180;211;5
740:353;1;56;90;144;180;110;3
740:354;1;56;90;144;180;111;3
740:355;1;56;90;144;180;170;4
740:356;1;56;90;144;180;97;3
740:357;1;56;90;144;180;128;3
740:358;1;56;90;144;180;126;3
740:359;1;56;90;144;180;143;3
740:360;1;44.8;72;115.2;144;23;1
741:336;1;44.8;72;115.2;144;281;5
741:337;1;56;90;144;180;106;3
741:338;1;56;90;144;180;124;3
741:339;1;56;90;144;180;106;3
741:340;1;56;90;144;180;108;3
741:341;1;56;90;144;180;129;3
741:342;1;56;90;144;180;95;3
741:343;1;56;90;144;180;205;5
741:344;1;56;90;144;180;104;3
741:345;1;56;90;144;180;104;3
741:346;1;56;90;144;180;147;4
741:347;1;56;90;144;180;93;3
741:348;1;56;90;144;180;110;3
741:349;1;56;90;144;180;109;3
741:350;1;56;90;144;180;41;1
741:351;1;56;90;144;180;127;3
741:352;1;56;90;144;180;188;5
741:353;1;56;90;144;180;60;2
741:354;1;56;90;144;180;110;3
741:355;1;56;90;144;180;140;3
741:356;1;56;90;144;180;245;5
741:357;1;56;90;144;180;209;5
741:358;1;56;90;144;180;117;3
741:359;1;44.8;72;115.2;144;37;1
742:336;1;44.8;72;115.2;144;113;3
742:337;1;56;90;144;180;154;4
742:338;1;56;90;144;180;109;3
742:339;1;56;90;144;180;141;3
742:340;1;56;90;144;180;108;3
742:341;1;56;90;144;180;152;4
742:342;1;56;90;144;180;187;5
742:343;1;56;90;144;180;149;4
742:344;1;56;90;144;180;112;3
742:345;1;56;90;144;180;120;3
742:346;1;56;90;144;180;107;3
742:347;1;56;90;144;180;105;3
742:348;1;56;90;144;180;43;1
742:349;1;56;90;144;180;133;3
742:350;1;56;90;144;180;137;3
742:351;1;56;90;144;180;136;3
742:352;1;56;90;144;180;109;3
742:353;1;56;90;144;180;27;1
742:354;1;56;90;144;180;122;3
742:355;1;56;90;144;180;119;3
742:356;1;56;90;144;180;106;3
742:357;1;56;90;144;180;195;5
742:358;1;56;90;144;180;186;5
742:359;1;44.8;72;115.2;144;0;0
743:335;1;44.8;72;115.2;144;16;1
743:336;1;56;90;144;180;160;4
743:337;1;56;90;144;180;109;3
743:338;1;56;90;144;180;91;3
743:339;1;56;90;144;180;113;3
743:340;1;56;90;144;180;66;2
743:341;1;56;90;144;180;149;4
743:342;1;56;90;144;180;105;3
743:343;1;56;90;144;180;128;3
743:344;1;56;90;144;180;120;3
743:345;1;56;90;144;180;101;3
743:346;1;56;90;144;180;109;3
743:347;1;56;90;144;180;81;2
743:348;1;56;90;144;180;43;1
743:349;1;56;90;144;180;72;2
743:350;1;56;90;144;180;183;5
743:351;1;56;90;144;180;162;4
743:352;1;56;90;144;180;127;3
743:353;1;56;90;144;180;150;4
743:354;1;56;90;144;180;110;3
743:355;1;56;90;144;180;30;1
743:356;1;56;90;144;180;80;2
743:357;1;56;90;144;180;103;3
743:358;1;56;90;144;180;226;5
743:359;1;44.8;72;115.2;144;5;1
744:335;1;44.8;72;115.2;144;15;1
744:336;1;56;90;144;180;30;1
744:337;1;56;90;144;180;91;3
744:338;1;56;90;144;180;109;3
744:339;1;56;90;144;180;100;3
744:340;1;56;90;144;180;100;3
744:341;1;56;90;144;180;106;3
744:342;1;56;90;144;180;115;3
744:343;1;56;90;144;180;132;3
744:344;1;56;90;144;180;98;3
744:345;1;56;90;144;180;102;3
744:346;1;56;90;144;180;94;3
744:347;1;56;90;144;180;92;3
744:348;1;56;90;144;180;115;3
744:349;1;56;90;144;180;123;3
744:350;1;56;90;144;180;173;4
744:351;1;56;90;144;180;165;4
744:352;1;56;90;144;180;225;5
744:353;1;56;90;144;180;111;3
744:354;1;56;90;144;180;21;1
744:355;1;56;90;144;180;94;3
744:356;1;56;90;144;180;94;3
744:357;1;56;90;144;180;131;3
744:358;1;56;90;144;180;125;3
744:359;1;44.8;72;115.2;144;75;3
745:335;1;56;90;144;180;57;2
745:336;1;56;90;144;180;133;3
745:337;1;56;90;144;180;96;3
745:338;1;56;90;144;180;114;3
745:339;1;56;90;144;180;99;3
745:340;1;56;90;144;180;107;3
745:341;1;56;90;144;180;98;3
745:342;1;56;90;144;180;46;1
745:343;1;56;90;144;180;13;1
745:344;1;56;90;144;180;124;3
745:345;1;56;90;144;180;61;2
745:346;1;56;90;144;180;99;3
745:347;1;56;90;144;180;58;2
745:348;1;56;90;144;180;105;3
745:349;1;56;90;144;180;185;5
745:350;1;56;90;144;180;32;1
745:351;1;56;90;144;180;201;5
745:352;1;56;90;144;180;185;5
745:353;1;56;90;144;180;107;3
745:354;1;56;90;144;180;103;3
745:355;1;56;90;144;180;151;4
745:356;1;56;90;144;180;105;3
745:357;1;56;90;144;180;108;3
745:358;1;56;90;144;180;106;3
745:359;1;56;90;144;180;172;4
745:360;1;44.8;72;115.2;144;91;3
746:335;1;56;90;144;180;20;1
746:336;1;56;90;144;180;122;3
746:337;1;56;90;144;180;95;3
746:338;1;56;90;144;180;79;2
746:339;1;56;90;144;180;65;2
746:340;1;56;90;144;180;73;2
746:341;1;56;90;144;180;99;3
746:342;1;56;90;144;180;93;3
746:343;1;56;90;144;180;96;3
746:344;1;56;90;144;180;83;2
746:345;1;56;90;144;180;100;3
746:346;1;56;90;144;180;98;3
746:347;1;56;90;144;180;80;2
746:348;1;56;90;144;180;101;3
746:349;1;56;90;144;180;58;2
746:350;1;56;90;144;180;63;2
746:351;1;56;90;144;180;115;3
746:352;1;56;90;144;180;113;3
746:353;1;56;90;144;180;93;3
746:354;1;56;90;144;180;206;5
746:355;1;56;90;144;180;235;5
746:356;1;56;90;144;180;152;4
746:357;1;56;90;144;180;107;3
746:358;1;56;90;144;180;96;3
746:359;1;56;90;144;180;114;3
746:360;1;56;90;144;180;126;3
747:335;1;44.8;72;115.2;144;18;1
747:336;1;56;90;144;180;116;3
747:337;1;56;90;144;180;186;5
747:338;1;56;90;144;180;99;3
747:339;1;56;90;144;180;67;2
747:340;1;56;90;144;180;157;4
747:341;1;56;90;144;180;61;2
747:342;1;56;90;144;180;58;2
747:343;1;56;90;144;180;152;4
747:344;1;56;90;144;180;46;1
747:345;1;56;90;144;180;90;3
747:346;1;56;90;144;180;99;3
747:347;1;56;90;144;180;23;1
747:348;1;56;90;144;180;204;5
747:349;1;56;90;144;180;168;4
747:350;1;56;90;144;180;67;2
747:351;1;56;90;144;180;70;2
747:352;1;56;90;144;180;108;3
747:353;1;56;90;144;180;93;3
747:354;1;56;90;144;180;147;4
747:355;1;56;90;144;180;120;3
747:356;1;56;90;144;180;148;4
747:357;1;56;90;144;180;121;3
747:358;1;56;90;144;180;101;3
747:359;1;56;90;144;180;105;3
747:360;1;56;90;144;180;138;3
747:361;1;44.8;72;115.2;144;30;1
748:334;1;44.8;72;115.2;144;22;1
748:335;1;44.8;72;115.2;144;91;3
748:336;1;56;90;144;180;122;3
748:337;1;56;90;144;180;164;4
748:338;1;56;90;144;180;204;5
748:339;1;56;90;144;180;180;5
748:340;1;56;90;144;180;100;3
748:341;1;56;90;144;180;137;3
748:342;1;56;90;144;180;56;2
748:343;1;56;90;144;180;123;3
748:344;1;56;90;144;180;76;2
748:345;1;56;90;144;180;44;1
748:346;1;56;90;144;180;104;3
748:347;1;56;90;144;180;67;2
748:348;1;56;90;144;180;204;5
748:349;1;56;90;144;180;144;4
748:350;1;56;90;144;180;131;3
748:351;1;56;90;144;180;126;3
748:352;1;56;90;144;180;106;3
748:353;1;56;90;144;180;154;4
748:354;1;56;90;144;180;154;4
748:355;1;56;90;144;180;200;5
748:356;1;56;90;144;180;152;4
748:357;1;56;90;144;180;117;3
748:358;1;56;90;144;180;122;3
748:359;1;56;90;144;180;106;3
748:360;1;56;90;144;180;108;3
748:361;1;56;90;144;180;117;3
748:362;1;44.8;72;115.2;144;22;1
749:334;1;44.8;72;115.2;144;19;1
749:335;1;56;90;144;180;169;4
749:336;1;56;90;144;180;210;5
749:337;1;56;90;144;180;191;5
749:338;1;56;90;144;180;266;5
749:339;1;56;90;144;180;153;4
749:340;1;56;90;144;180;101;3
749:341;1;56;90;144;180;125;3
749:342;1;56;90;144;180;70;2
749:343;1;56;90;144;180;154;4
749:344;1;56;90;144;180;153;4
749:345;1;56;90;144;180;70;2
749:346;1;56;90;144;180;74;2
749:347;1;56;90;144;180;37;1
749:348;1;56;90;144;180;188;5
749:349;1;56;90;144;180;162;4
749:350;1;56;90;144;180;69;2
749:351;1;56;90;144;180;130;3
749:352;1;56;90;144;180;152;4
749:353;1;56;90;144;180;154;4
749:354;1;56;90;144;180;144;4
749:355;1;56;90;144;180;116;3
749:356;1;56;90;144;180;167;4
749:357;1;56;90;144;180;121;3
749:358;1;56;90;144;180;155;4
749:359;1;56;90;144;180;106;3
749:360;1;56;90;144;180;96;3
749:361;1;56;90;144;180;146;4
749:362;1;44.8;72;115.2;144;84;3
750:334;1;44.8;72;115.2;144;9;1
750:335;1;56;90;144;180;59;2
750:336;1;56;90;144;180;121;3
750:337;1;56;90;144;180;204;5
750:338;1;56;90;144;180;194;5
750:339;1;56;90;144;180;186;5
750:340;1;56;90;144;180;96;3
750:341;1;56;90;144;180;195;5
750:342;1;56;90;144;180;120;3
750:343;1;56;90;144;180;109;3
750:344;1;56;90;144;180;118;3
750:345;1;56;90;144;180;102;3
750:346;1;56;90;144;180;80;2
750:347;1;56;90;144;180;97;3
750:348;1;56;90;144;180;73;2
750:349;1;56;90;144;180;102;3
750:350;1;56;90;144;180;129;3
750:351;1;56;90;144;180;58;2
750:352;1;56;90;144;180;98;3
750:353;1;56;90;144;180;113;3
750:354;1;56;90;144;180;118;3
750:355;1;56;90;144;180;121;3
750:356;1;56;90;144;180;151;4
750:357;1;56;90;144;180;97;3
750:358;1;56;90;144;180;92;3
750:359;1;56;90;144;180;96;3
750:360;1;56;90;144;180;95;3
750:361;1;56;90;144;180;148;4
750:362;1;56;90;144;180;93;3
751:335;1;56;90;144;180;25;1
751:336;1;56;90;144;180;69;2
751:337;1;56;90;144;180;108;3
751:338;1;56;90;144;180;150;4
751:339;1;56;90;144;180;120;3
751:340;1;56;90;144;180;148;4
751:341;1;56;90;144;180;187;5
751:342;1;56;90;144;180;101;3
751:343;1;56;90;144;180;157;4
751:344;1;56;90;144;180;110;3
751:345;1;56;90;144;180;92;3
751:346;1;56;90;144;180;63;2
751:347;1;56;90;144;180;60;2
751:348;1;56;90;144;180;163;4
751:349;1;56;90;144;180;128;3
751:350;1;56;90;144;180;169;4
751:351;1;56;90;144;180;98;3
751:352;1;56;90;144;180;100;3
751:353;1;56;90;144;180;117;3
751:354;1;56;90;144;180;108;3
751:355;1;56;90;144;180;123;3
751:356;1;56;90;144;180;111;3
751:357;1;56;90;144;180;147;4
751:358;1;56;90;144;180;107;3
751:359;1;56;90;144;180;118;3
751:360;1;56;90;144;180;129;3
751:361;1;56;90;144;180;176;4
751:362;1;44.8;72;115.2;144;81;3
752:335;1;56;90;144;180;30;1
752:336;1;56;90;144;180;37;1
752:337;1;56;90;144;180;69;2
752:338;1;56;90;144;180;109;3
752:339;1;56;90;144;180;62;2
752:340;1;56;90;144;180;156;4
752:341;1;56;90;144;180;120;3
752:342;1;56;90;144;180;116;3
752:343;1;56;90;144;180;104;3
752:344;1;56;90;144;180;96;3
752:345;1;56;90;144;180;71;2
752:346;1;56;90;144;180;94;3
752:347;1;56;90;144;180;103;3
752:348;1;56;90;144;180;135;3
752:349;1;56;90;144;180;137;3
752:350;1;56;90;144;180;69;2
752:351;1;56;90;144;180;128;3
752:352;1;56;90;144;180;126;3
752:353;1;56;90;144;180;149;4
752:354;1;56;90;144;180;121;3
752:355;1;56;90;144;180;112;3
752:356;1;56;90;144;180;96;3
752:357;1;56;90;144;180;113;3
752:358;1;56;90;144;180;105;3
752:359;1;56;90;144;180;174;4
752:360;1;56;90;144;180;212;5
752:361;1;44.8;72;115.2;144;158;5
753:335;1;56;90;144;180;60;2
753:336;1;56;90;144;180;73;2
753:337;1;56;90;144;180;134;3
753:338;1;56;90;144;180;96;3
753:339;1;56;90;144;180;99;3
753:340;1;56;90;144;180;129;3
753:341;1;56;90;144;180;170;4
753:342;1;56;90;144;180;56;2
753:343;1;56;90;144;180;124;3
753:344;1;56;90;144;180;69;2
753:345;1;56;90;144;180;77;2
753:346;1;56;90;144;180;86;2
753:347;1;56;90;144;180;46;1
753:348;1;56;90;144;180;105;3
753:349;1;56;90;144;180;125;3
753:350;1;56;90;144;180;49;1
753:351;1;56;90;144;180;108;3
753:352;1;44.8;72;115.2;144;36;1
753:353;1;56;90;144;180;109;3
753:354;1;56;90;144;180;93;3
753:355;1;56;90;144;180;96;3
753:356;1;56;90;144;180;96;3
753:357;1;56;90;144;180;113;3
753:358;1;56;90;144;180;111;3
753:359;1;56;90;144;180;138;3
753:360;1;56;90;144;180;102;3
753:361;1;44.8;72;115.2;144;3;1
754:335;1;44.8;72;115.2;144;39;1
754:336;1;56;90;144;180;182;5
754:337;1;56;90;144;180;176;4
754:338;1;56;90;144;180;114;3
754:339;1;56;90;144;180;111;3
754:340;1;56;90;144;180;114;3
754:341;1;56;90;144;180;104;3
754:342;1;56;90;144;180;94;3
754:343;1;56;90;144;180;91;3
754:344;1;56;90;144;180;75;2
754:345;1;56;90;144;180;63;2
754:346;1;56;90;144;180;100;3
754:347;1;56;90;144;180;69;2
754:348;1;56;90;144;180;163;4
754:349;1;56;90;144;180;145;4
754:350;1;56;90;144;180;69;2
754:351;1;56;90;144;180;107;3
754:352;1;44.8;72;115.2;144;170;5
754:353;1;56;90;144;180;112;3
754:354;1;56;90;144;180;106;3
754:355;1;56;90;144;180;95;3
754:356;1;56;90;144;180;103;3
754:357;1;56;90;144;180;119;3
754:358;1;56;90;144;180;196;5
754:359;1;56;90;144;180;124;3
754:360;1;44.8;72;115.2;144;75;3
755:334;1;44.8;72;115.2;144;21;1
755:335;1;56;90;144;180;192;5
755:336;1;56;90;144;180;40;1
755:337;1;56;90;144;180;163;4
755:338;1;56;90;144;180;155;4
755:339;1;56;90;144;180;91;3
755:340;1;56;90;144;180;121;3
755:341;1;56;90;144;180;74;2
755:342;1;56;90;144;180;90;3
755:343;1;56;90;144;180;99;3
755:344;1;56;90;144;180;91;3
755:345;1;56;90;144;180;64;2
755:346;1;56;90;144;180;130;3
755:347;1;56;90;144;180;116;3
755:348;1;44.8;72;115.2;144;81;3
755:349;1;56;90;144;180;73;2
755:350;1;56;90;144;180;126;3
755:351;1;56;90;144;180;189;5
755:352;1;56;90;144;180;113;3
755:353;1;56;90;144;180;129;3
755:354;1;56;90;144;180;171;4
755:355;1;56;90;144;180;132;3
755:356;1;56;90;144;180;97;3
755:357;1;56;90;144;180;107;3
755:358;1;56;90;144;180;111;3
755:359;1;56;90;144;180;104;3
755:360;1;44.8;72;115.2;144;5;1
756:333;1;44.8;72;115.2;144;0;0
756:334;1;44.8;72;115.2;144;180;5
756:335;1;56;90;144;180;110;3
756:336;1;56;90;144;180;94;3
756:337;1;56;90;144;180;172;4
756:338;1;56;90;144;180;169;4
756:339;1;56;90;144;180;99;3
756:340;1;56;90;144;180;93;3
756:341;1;56;90;144;180;133;3
756:342;1;56;90;144;180;41;1
756:343;1;56;90;144;180;61;2
756:344;1;56;90;144;180;173;4
756:345;1;56;90;144;180;99;3
756:346;1;56;90;144;180;132;3
756:347;1;56;90;144;180;102;3
756:348;1;56;90;144;180;144;4
756:349;1;56;90;144;180;70;2
756:350;1;56;90;144;180;121;3
756:351;1;56;90;144;180;114;3
756:352;1;56;90;144;180;108;3
756:353;1;56;90;144;180;96;3
756:354;1;56;90;144;180;86;2
756:355;1;56;90;144;180;63;2
756:356;1;56;90;144;180;77;2
756:357;1;56;90;144;180;106;3
756:358;1;44.8;72;115.2;144;28;1
757:333;1;44.8;72;115.2;144;18;1
757:334;1;56;90;144;180;112;3
757:335;1;56;90;144;180;62;2
757:336;1;56;90;144;180;107;3
757:337;1;56;90;144;180;166;4
757:338;1;56;90;144;180;65;2
757:339;1;56;90;144;180;98;3
757:340;1;56;90;144;180;120;3
757:341;1;56;90;144;180;150;4
757:342;1;56;90;144;180;23;1
757:343;1;56;90;144;180;103;3
757:344;1;56;90;144;180;95;3
757:345;1;56;90;144;180;97;3
757:346;1;56;90;144;180;57;2
757:347;1;56;90;144;180;83;2
757:348;1;56;90;144;180;49;1
757:349;1;56;90;144;180;44;1
757:350;1;56;90;144;180;118;3
757:351;1;56;90;144;180;119;3
757:352;1;56;90;144;180;95;3
757:353;1;56;90;144;180;76;2
757:354;1;56;90;144;180;132;3
757:355;1;56;90;144;180;60;2
757:356;1;56;90;144;180;104;3
758:333;1;44.8;72;115.2;144;124;4
758:334;1;56;90;144;180;220;5
758:335;1;56;90;144;180;116;3
758:336;1;56;90;144;180;100;3
758:337;1;56;90;144;180;106;3
758:338;1;56;90;144;180;128;3
758:339;1;56;90;144;180;53;1
758:340;1;56;90;144;180;101;3
758:341;1;56;90;144;180;96;3
